ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
04831,F,White,0,25300,,33975,HomeImp,Other,23,0,0,79.163259538,2,14,27.179225539
04832,F,White,0,25300,22361,50688,DebtCon,Other,24,0,0,125.40746401,0,11,25.181498839
04833,F,White,0,25300,122933,157009,DebtCon,Mgr,3,0,0,280.57384454,0,24,38.740801417
04834,M,Multiracial,0,25300,51261,87025,DebtCon,Mgr,4,0,0,249.83618476,2,25,31.658786411
04835,M,White,0,25300,56393,86612,DebtCon,Mgr,6,0,0,258.14736866,1,25,33.193875534
04836,F,White,0,25300,46780,62536,DebtCon,Office,18,0,0,189.13668831,0,22,30.746724366
04837,F,White,0,25300,62540,101165,DebtCon,ProfExe,0,0,0,195.45133124,0,25,35.200864505
04838,M,Multiracial,1,25400,136322,,DebtCon,ProfExe,2,0,5,303.73793473,1,27,16.644674498
04839,M,Other,0,25400,76194,98188,DebtCon,Mgr,0,,,245.26785331,5,23,42.138106434
04840,F,White,1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.759760239
04841,F,Other,0,25400,61907,87133,DebtCon,Office,0,0,1,81.49211941,0,22,34.36469831
04842,M,White,0,25400,149364,210724,HomeImp,Other,10,0,0,266.50672409,1,34,41.617983034
04843,F,White,0,25400,82553,107422,DebtCon,Mgr,9,1,0,305.75970536,2,29,32.72167844
04844,M,White,0,25400,44800,78000,DebtCon,Other,21,0,0,211.03333333,1,27,
04845,M,White,0,25400,158111,209649,HomeImp,Other,10,0,0,254.33618951,1,34,43.136770157
04846,F,White,1,25400,83943,129189,DebtCon,Mgr,,1,1,5.2433410438,,41,42.93355731
04847,F,White,0,25400,62906,96327,DebtCon,Other,17,0,0,110.62012706,1,16,33.760748359
04848,M,Other,0,25400,138132,243327,HomeImp,ProfExe,27,0,0,349.94092953,0,19,37.820054519
04849,F,Other,0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.22191088,1,33,39.543341495
04850,F,White,0,25400,61771,105880,DebtCon,Other,17,0,1,130.15042286,0,29,37.195249012
04851,F,Multiracial,0,25400,,45369,DebtCon,Other,,,,87.26384702,,12,27.529497704
04852,M,White,0,25500,135728,178942,DebtCon,Mgr,0,,,133.9564941,,38,32.425629947
04853,F,White,0,25500,,31777,HomeImp,Other,23,0,0,82.293507238,3,15,28.078994114
04854,F,White,0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.575821975
04855,F,White,1,25500,63967,87239,DebtCon,Other,6,0,0,,0,0,33.051073753
04856,F,White,0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.96849873,0,19,26.484886371
04857,F,Other,0,25500,44562,79481,DebtCon,Other,10,0,0,126.27780817,1,19,40.250738027
04858,F,Black,1,25500,25828,44166,DebtCon,Other,,0,1,187.86251838,,17,39.427890157
04859,M,Multiracial,0,25500,50847,79738,DebtCon,Other,20,0,0,204.67790067,0,26,35.860087635
04860,M,Multiracial,0,25500,79593,113063,DebtCon,ProfExe,9,0,0,135.74061354,0,19,28.040793179
04861,M,White,0,25500,113204,184561,DebtCon,Sales,17,1,0,308.95819842,1,31,34.357866
04862,F,Multiracial,0,25500,26603,64347,Null,Office,1,0,0,117.43236504,1,6,39.257912029
04863,M,White,0,25500,84267,117833,DebtCon,ProfExe,12,0,1,123.75685647,0,18,27.47115778
04864,F,Black,0,25500,235839,267506,HomeImp,Self,5,0,0,240.21701392,3,51,39.048427763
04865,M,Multiracial,0,25500,,121708,DebtCon,Mgr,8,1,0,151.96934115,0,27,33.159940628
04866,M,White,0,25500,,44707,DebtCon,Other,,,,95.595496082,,12,27.503570973
04867,F,White,0,25500,32458,52329,DebtCon,Other,15,0,0,105.7836806,2,24,29.866278228
04868,F,White,0,25500,,43031,DebtCon,Other,,,,89.169267306,,13,28.865282118
04869,M,White,0,25500,73083,126995,DebtCon,Office,1,0,0,289.20089863,1,24,37.316207652
04870,F,White,0,25600,,51974,DebtCon,Other,,,,100.67686562,,13,28.116067418
04871,M,White,0,25600,47936,80600,DebtCon,Other,23,,1,290.47827682,0,30,37.734940524
04872,M,Multiracial,0,25600,241570,264772,HomeImp,Self,4,1,0,260.74198887,2,50,37.379974648
04873,F,White,0,25600,196689,247025,DebtCon,Other,8,0,0,105.42535396,1,25,42.670275302
04874,F,White,0,25600,58606,89508,DebtCon,Other,8,1,0,140.71275774,2,30,41.669963714
04875,M,Multiracial,0,25600,78441,128814,DebtCon,Office,2,0,0,310.50009981,1,24,38.738649619
04876,M,White,0,25600,240092,263958,HomeImp,Self,5,1,0,245.67947059,2,51,38.973539329
04877,M,Multiracial,0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.63333333,3,27,
04878,M,White,1,25600,46000,80000,DebtCon,Other,,0,0,135.9,2,19,
04879,M,Other,0,25600,76383,103544,DebtCon,Mgr,0,,,222.24219828,5,24,42.93996933
04880,F,Black,1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.40290366,2,35,36.763824165
04881,F,Black,0,25600,,147598,Null,Null,,,,,,,14.461987334
04882,M,White,1,25600,50910,87358,DebtCon,Other,19,2,0,104.40647219,0,27,42.677450653
04883,F,Multiracial,0,25600,144616,211230,HomeImp,ProfExe,7,0,0,199.09130807,0,27,39.002928326
04884,M,Black,1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.028856424
04885,M,Black,0,25600,77123,103014,DebtCon,Mgr,1,,,231.79420106,3,24,43.671281432
04886,F,White,0,25600,140649,212089,HomeImp,ProfExe,4,0,0,187.87142092,0,29,40.033218625
04887,M,Asian,0,25600,76102,119391,DebtCon,Other,5,0,0,87.625382168,1,32,40.929954323
04888,M,White,0,25600,139746,210298,HomeImp,ProfExe,6,0,0,185.11257638,1,28,38.368890383
04889,F,White,0,25700,94295,143788,DebtCon,Mgr,23,0,0,220.72951888,0,13,42.358128042
04890,F,White,0,25700,31333,56733,DebtCon,Other,13,0,0,97.086150555,2,25,30.619786755
04891,F,Other,0,25700,32039,54499,DebtCon,Other,15,0,0,114.8074121,2,24,31.142957048
04892,F,Asian,0,25700,189995,250814,DebtCon,Other,9,0,0,100.80094267,1,25,41.00583277
04893,M,Other,0,25700,26059,51800,DebtCon,Other,24,0,0,118.03113124,0,10,23.085478541
04894,F,Black,0,25700,50800,85000,DebtCon,Other,23,1,2,184.26666667,1,20,
04895,F,White,0,25700,197425,242602,DebtCon,Other,8,0,0,102.96034553,2,26,41.277127172
04896,F,White,0,25700,43881,69954,DebtCon,Other,10,0,0,126.47306563,0,20,40.769061823
04897,M,White,0,25700,83733,116386,DebtCon,Office,8,0,1,397.87068918,0,44,41.869893336
04898,F,Multiracial,1,25700,32613,63065,DebtCon,Other,0,0,0,218.48527507,0,22,41.210107042
04899,M,White,0,25700,23047,76575,DebtCon,Other,,2,1,104.5662029,2,26,29.296633491
04900,M,White,0,25700,85417,98179,HomeImp,Null,7,,,,,,30.829477167
04901,F,Asian,0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.94482804,0,13,41.135649383
04902,F,White,0,25700,63054,104624,DebtCon,Other,15,0,1,132.10711721,0,29,40.205292882
04903,F,Other,0,25800,140785,208421,HomeImp,ProfExe,3,0,0,176.27148929,0,28,39.745002842
04904,F,Multiracial,0,25800,,63456,DebtCon,Other,25,0,0,148.81628466,0,8,22.06576364
04905,M,White,0,25800,,68913,DebtCon,Other,26,0,0,123.64448805,0,9,22.925136063
04906,F,Black,0,25800,70804,106892,DebtCon,ProfExe,12,0,0,291.07202753,1,33,40.772283258
04907,M,White,0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.44716991,0,18,27.98945739
04908,M,White,0,25800,112388,180313,DebtCon,Sales,16,0,0,295.54600578,0,31,33.241096011
04909,F,Multiracial,0,25800,137140,167096,DebtCon,Other,7,0,1,209.08528296,1,19,36.18947433
04910,M,White,0,25800,,51824,DebtCon,Other,,,,89.599815077,,12,28.546478459
04911,M,Other,0,25900,201877,239546,HomeImp,Other,6,0,0,134.85324273,0,42,40.398114335
04912,M,Other,1,25900,42105,73249,DebtCon,Other,2,0,0,109.21115611,3,22,31.809085921
04913,F,White,0,25900,118965,154728,DebtCon,ProfExe,8,0,0,101.19760679,3,26,32.598401872
04914,M,Black,0,25900,,33888,HomeImp,Other,24,0,0,73.858496717,2,14,28.243062567
04915,F,White,1,25900,,,DebtCon,Other,20,0,2,190.99656481,0,22,31.16238948
04916,M,White,0,25900,108319,135884,DebtCon,Mgr,8,1,0,188.37580185,5,18,40.504855047
04917,F,Other,1,25900,58000,95000,Null,Self,3,0,1,34.666666667,6,28,
04918,F,White,0,25900,145700,211151,HomeImp,ProfExe,6,0,0,182.17137213,1,27,38.48048457
04919,F,White,0,25900,80663,122372,DebtCon,ProfExe,10,0,1,133.66949395,0,18,26.573930791
04920,M,White,0,25900,152071,185893,HomeImp,Self,0,0,0,185.54351198,0,16,40.642278896
04921,F,White,0,25900,59575,85837,DebtCon,Other,22,0,1,189.75535052,0,19,24.874615108
04922,F,White,0,25900,56784,91401,DebtCon,Office,2,0,1,90.16369704,0,23,34.098931734
04923,M,White,0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.127562739
04924,F,Black,1,25900,21852,57518,HomeImp,Other,2,0,0,80.168479422,2,11,31.983686037
04925,F,White,0,25900,61064,94714,DebtCon,Office,2,0,0,98.809374842,0,23,34.565944252
04926,F,White,1,26000,43314,71303,DebtCon,Other,8,0,7,246.31867494,3,23,43.215233511
04927,F,Black,0,26000,150773,179077,DebtCon,Other,1,0,0,186.91446699,0,35,38.707779709
04928,F,White,0,26000,238005,260479,HomeImp,Self,5,1,0,242.29015949,2,51,35.457658789
04929,M,White,0,26000,100548,207647,DebtCon,Other,22,0,0,218.59599134,0,18,26.55949496
04930,F,Multiracial,0,26000,107291,137426,DebtCon,Mgr,9,2,0,191.57344003,4,18,40.767401412
04931,F,Asian,0,26000,45963,74279,DebtCon,Other,20,,0,295.6669448,1,29,37.917272876
04932,F,White,0,26000,222681,286283,HomeImp,ProfExe,6,,4,485.94535834,,55,33.239355484
04933,M,White,0,26000,139904,172310,DebtCon,Other,6,1,0,204.11441471,0,19,34.83482969
04934,M,Other,0,26000,75034,100852,DebtCon,Office,10,0,0,152.3539807,0,20,36.356309397
04935,M,Black,1,26000,79714,,DebtCon,ProfExe,1,0,4,125.76666667,0,23,
04936,M,White,1,26000,154000,190000,Null,Other,0,0,4,171.43333333,3,58,
04937,F,Other,0,26000,58794,91413,DebtCon,Other,5,0,0,230.68023074,0,19,37.996923331
04938,M,Multiracial,0,26000,119553,158687,DebtCon,Mgr,5,0,0,290.75850449,0,24,36.977518905
04939,M,White,0,26000,81764,118388,DebtCon,ProfExe,9,0,0,130.19241813,0,18,28.154134662
04940,M,White,0,26000,20119,54563,DebtCon,Other,24,0,0,126.98795944,0,11,25.623638507
04941,F,White,0,26000,47067,63292,DebtCon,Office,17,0,0,174.62101544,2,21,33.673146444
04942,F,White,0,26100,,36277,DebtCon,Other,9,0,,79.331459835,,13,20.517146277
04943,M,White,0,26100,75164,108483,DebtCon,Mgr,7,0,0,300.83595806,2,28,30.071402046
04944,F,White,0,26100,113266,182082,DebtCon,Sales,18,0,0,304.85246909,1,31,33.193949357
04945,F,Black,0,26100,150464,203202,HomeImp,Other,10,0,0,248.48194525,1,33,43.112190673
04946,F,Black,0,26100,,35271,DebtCon,Other,9,0,,96.528316157,,14,23.318650008
04947,F,White,0,26100,80176,113247,DebtCon,Mgr,9,0,1,294.75203341,1,29,33.19212531
04948,M,Asian,0,26100,,151429,Null,Null,,,,,,,15.567001073
04949,F,White,0,26100,,120470,DebtCon,Mgr,7,0,0,161.2876716,0,27,34.130003661
04950,M,Black,0,26100,103949,208432,DebtCon,Other,23,0,0,202.59264703,0,18,23.290234477
04951,F,White,0,26100,50605,77841,DebtCon,Other,21,,0,286.44820425,1,31,41.173805047
04952,M,White,1,26100,73525,,DebtCon,Office,3,1,,106.65229841,0,6,22.508172514
04953,F,White,0,26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.098266761
04954,M,White,0,26200,105096,136580,DebtCon,Mgr,9,2,0,181.35859173,4,17,39.187361612
04955,M,White,0,26200,75096,120859,DebtCon,Other,4,0,0,107.17711768,2,31,38.552978748
04956,F,White,0,26200,77952,113285,DebtCon,Other,5,0,0,90.016091544,1,31,39.39066028
04957,M,White,0,26200,141109,245422,HomeImp,ProfExe,28,0,0,343.78712232,1,18,38.113555937
04958,M,White,0,26200,72648,123582,DebtCon,Office,0,1,0,331.35288565,0,23,37.545837379
04959,F,White,0,26200,49323,77160,DebtCon,Other,23,,1,286.18165514,0,29,39.676304649
04960,M,White,0,26200,149599,181869,DebtCon,Other,1,0,0,204.02898979,0,35,39.800879561
04961,F,Black,0,26200,100931,132627,DebtCon,Office,11,0,1,169.03209387,0,28,41.089569186
04962,M,White,1,26200,51599,87148,DebtCon,Other,,0,0,129.93392053,2,19,
04963,M,White,0,26200,189252,241754,DebtCon,Other,9,0,0,97.314887744,2,25,40.312697726
04964,F,White,0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.48325812,0,18,27.837509605
04965,M,Asian,0,26300,,37310,HomeImp,Other,26,0,0,92.855129432,2,15,27.217028651
04966,F,White,0,26300,94337,123054,DebtCon,ProfExe,0,1,0,204.91733941,2,38,35.725852186
04967,M,Asian,0,26300,147600,184207,DebtCon,ProfExe,5,0,0,310.34814574,0,35,38.235086271
04968,F,Multiracial,0,26300,118304,177819,DebtCon,Sales,17,0,0,299.21725229,1,30,34.368269329
04969,M,Black,0,26300,25685,51023,DebtCon,Other,35,0,0,261.47087199,0,23,40.08504815
04970,M,Multiracial,0,26300,52394,93307,DebtCon,Other,24,0,1,184.65609577,0,19,23.54869835
04971,M,White,0,26300,58369,88124,DebtCon,Other,7,0,0,234.22154725,1,20,37.158294824
04972,F,White,0,26300,52296,91041,DebtCon,Other,24,1,2,193.85371322,0,19,24.893781127
04973,M,White,0,26300,,51055,DebtCon,Other,,,,70.253394593,,14,28.207435743
04974,F,White,0,26300,114956,147793,DebtCon,Office,3,,,296.56015445,2,35,43.807293163
04975,F,White,0,26300,,45913,DebtCon,Other,,,,92.577224078,,13,27.924000892
04976,F,White,0,26300,,43472,DebtCon,Other,,,,90.080326966,,12,28.688500322
04977,M,Black,0,26300,25530,79885,DebtCon,Other,,1,1,105.6387889,2,26,29.928636834
04978,F,White,0,26300,78851,109090,DebtCon,Office,8,0,0,405.43042921,0,44,42.341626392
04979,M,Asian,0,26300,189302,249773,DebtCon,Other,7,0,0,106.60930741,1,26,42.769386705
04980,F,Other,0,26300,94916,127526,DebtCon,ProfExe,0,0,0,195.84762449,2,37,36.018495649
04981,F,White,0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.489905776
04982,M,Multiracial,0,26400,79163,123792,DebtCon,Office,0,0,0,310.61455492,0,24,38.109978597
04983,M,White,0,26400,73679,98614,DebtCon,Office,10,0,0,151.62870365,0,20,38.159622791
04984,F,White,0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.50683161,3,26,20.269918789
04985,M,White,0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.01513165,3,26,17.872195182
04986,F,White,0,26400,122105,165000,DebtCon,Mgr,1,0,0,234.4,2,24,
04987,F,White,0,26400,153853,188760,HomeImp,Self,2,0,0,172.57083327,0,17,43.35819405
04988,M,White,0,26400,240907,260638,HomeImp,Self,7,1,0,255.41551402,3,51,37.652919106
04989,M,White,0,26400,134642,182719,DebtCon,Mgr,0,,,122.45686327,,39,32.698800459
04990,F,White,0,26400,44333,68945,DebtCon,Office,18,0,0,173.49539211,2,21,32.349412052
04991,M,White,0,26400,220432,283978,HomeImp,ProfExe,6,,5,480.35601368,,56,33.714239099
04992,F,Other,0,26400,196412,250164,DebtCon,Other,9,0,0,97.278349271,1,26,42.334245998
04993,F,White,0,26400,59288,87753,DebtCon,Other,8,1,1,145.88249239,3,29,38.972486705
04994,F,Black,0,26500,29751,57501,Null,Office,1,0,0,114.35918901,2,7,37.075471865
04995,F,White,0,26500,23742,77878,DebtCon,Other,,2,1,99.37716841,2,26,28.876723751
04996,F,White,0,26500,145393,187324,HomeImp,Self,3,0,0,194.22774484,1,16,40.854864993
04997,M,White,0,26500,,63918,DebtCon,Other,25,0,0,135.44094715,0,8,20.161387851
04998,F,White,0,26500,63345,100332,DebtCon,Other,16,0,0,139.51054588,0,30,38.427444569
04999,M,White,0,26500,240782,267675,HomeImp,Self,6,0,0,229.30702576,1,50,37.740918996
05000,F,Asian,0,26500,,38964,DebtCon,Other,11,1,,102.75290244,,14,20.353582085
05001,F,Asian,0,26500,112059,179599,DebtCon,Sales,15,0,0,313.2053014,0,30,36.359104168
05002,M,Black,0,26500,77198,131090,DebtCon,Office,0,0,0,312.90880367,0,24,37.830163787
05003,F,White,0,26500,,64211,DebtCon,Other,26,0,0,127.4120114,0,10,22.289490827
05004,M,Black,0,26500,84769,127773,DebtCon,Other,2,0,0,190.86047721,2,25,42.031639133
05005,M,White,1,26500,61223,92255,DebtCon,Other,2,0,1,214.03253889,0,17,1.8555399803
05006,F,White,0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
05007,M,White,1,26500,14000,45000,DebtCon,Other,0,0,0,195.23333333,1,7,
05008,F,White,1,26500,82859,,HomeImp,Office,0.4,2,0,177.5,0,22,
05009,M,White,0,26500,76599,119041,DebtCon,Other,4,0,0,97.265658469,1,31,40.12650973
05010,F,Black,0,26500,134952,165451,DebtCon,Other,8,1,0,225.32367218,1,19,35.734856373
05011,F,White,0,26500,,61089,DebtCon,Other,27,0,0,144.19203429,0,9,22.813867857
05012,M,White,0,26500,47820,76159,DebtCon,Other,24,,0,282.44500782,0,30,41.288882375
05013,M,Multiracial,0,26500,,122693,DebtCon,Mgr,9,0,0,153.94242808,0,27,32.200811209
05014,F,White,1,26600,62895,103000,DebtCon,Self,1,0,5,187.46666667,2,34,
05015,M,Asian,0,26600,148986,175750,DebtCon,Other,1,0,0,197.39171326,0,35,40.514989578
05016,M,White,0,26600,61151,97072,DebtCon,Other,16,0,1,133.44811044,0,29,39.229711537
05017,F,White,0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.14082357,2,37,35.270113219
05018,M,White,0,26600,78491,121598,DebtCon,Other,4,1,0,84.583010054,1,33,41.342343086
05019,F,White,0,26600,140561,208775,HomeImp,ProfExe,5,0,0,197.52410245,1,27,36.878389116
05020,F,Black,1,26600,84843,115850,DebtCon,Sales,2,0,0,137.53887762,2,37,42.571889924
05021,M,White,0,26600,49610,78355,DebtCon,Other,23,,0,278.60356404,0,30,39.529903612
05022,F,White,0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.06597186,2,23,36.939319169
05023,F,White,0,26600,122501,153280,DebtCon,Mgr,2,0,0,289.58172299,0,25,38.129711796
05024,F,White,0,26700,146193,185200,DebtCon,ProfExe,11,0,0,156.2294564,0,36,39.210272093
05025,F,White,0,26700,40785,75601,DebtCon,Mgr,14,1,0,98.240520895,5,15,34.154228193
05026,F,White,0,26700,144243,176096,DebtCon,Other,1,0,0,194.67979612,0,34,40.479243579
05027,F,White,0,26700,73468,108774,DebtCon,ProfExe,11,0,0,290.08059139,1,32,39.042204499
05028,M,White,0,26700,,120179,DebtCon,Mgr,8,0,0,162.12582,0,27,35.095519931
05029,F,Black,0,26700,81968,114647,DebtCon,ProfExe,10,0,1,126.70731968,0,19,27.056726972
05030,M,White,0,26700,23361,55483,DebtCon,Other,36,0,0,280.80760568,1,23,39.891654292
05031,M,White,0,26700,186185,233480,DebtCon,ProfExe,0,0,0,290.57883702,1,32,41.741201045
05032,M,White,0,26700,129559,170042,DebtCon,Mgr,1,0,0,232.64617336,1,24,34.117532893
05033,M,White,0,26700,18590,53462,DebtCon,Other,25,0,0,111.99557084,1,11,22.959806769
05034,F,Other,0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.25655711,0,34,37.000883221
05035,F,White,0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.946997493
05036,F,White,0,26800,145772,193135,DebtCon,ProfExe,12,0,0,147.93879535,0,36,40.904321038
05037,M,Black,0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.96787517,0,13,40.162160653
05038,M,White,0,26800,148471,183284,DebtCon,ProfExe,4,0,0,323.26238295,0,35,37.272271308
05039,M,White,0,26800,139309,166621,DebtCon,Other,5,0,0,217.21148262,0,20,35.18585706
05040,M,Black,1,26800,89146,128923,DebtCon,Mgr,7,2,1,114.46195526,7,16,2.8302971697
05041,M,Multiracial,0,26800,124199,166404,DebtCon,Mgr,1,0,0,243.94209954,2,23,34.509656884
05042,F,Black,0,26800,46236,62711,DebtCon,Office,17,0,0,175.07505804,1,22,33.059933638
05043,F,Asian,0,26800,35485,74949,DebtCon,Mgr,14,0,0,84.766624812,5,15,36.191458547
05044,F,Multiracial,0,26800,145745,211400,HomeImp,ProfExe,6,0,0,184.71163469,1,27,39.848391232
05045,F,Black,0,26800,213165,282068,HomeImp,ProfExe,5,,4,476.72828095,,55,31.181661193
05046,M,White,1,26800,138216,170052,DebtCon,ProfExe,10,0,0,199.73871138,1,29,76.421478047
05047,F,White,1,26800,18459,53907,DebtCon,Other,0,0,0,200.41702708,0,6,71.512110567
05048,F,Multiracial,0,26900,74982,126972,DebtCon,Office,0,0,0,315.81891124,0,23,38.325989849
05049,F,Asian,0,26900,,35397,DebtCon,Other,7,0,,85.250840722,,13,20.837255468
05050,M,White,0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.27599243,1,32,41.499060427
05051,F,Multiracial,0,26900,57414,92916,DebtCon,Office,0,0,0,70.281905709,0,22,34.396301781
05052,M,Asian,0,26900,115638,145440,DebtCon,Office,4,,,294.70019205,2,36,43.908645333
05053,M,White,1,26900,69000,106500,DebtCon,Sales,0.6,0,1,115.7,2,19,
05054,M,Multiracial,0,26900,67144,92923,DebtCon,Other,16,0,0,89.112173485,1,17,32.791478032
05055,F,Multiracial,0,26900,47882,78854,DebtCon,Other,11,0,0,132.34739209,0,19,41.130706684
05056,M,Multiracial,0,26900,98324,129210,DebtCon,ProfExe,0,1,0,185.20581113,3,38,34.650649126
05057,M,White,0,26900,54071,85557,DebtCon,Office,0,0,2,91.209976228,0,22,34.597191903
05058,F,Multiracial,0,26900,113724,151969,DebtCon,Office,4,,,294.89276272,1,36,42.397248986
05059,M,White,0,26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.369027462
05060,M,White,0,26900,45763,73797,DebtCon,Other,23,,0,291.59168152,1,29,39.370858155
05061,M,Other,0,26900,215692,286555,HomeImp,ProfExe,8,,5,468.1781224,,55,30.55300542
05062,F,Black,1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.227763077
05063,M,White,0,27000,77910,117590,DebtCon,Other,4,0,0,91.874211097,2,31,38.497154977
05064,M,Other,0,27000,50375,70656,DebtCon,Other,8,0,0,125.71604137,1,20,43.133844895
05065,M,White,0,27000,13718,35684,DebtCon,Other,16,2,0,122.29444677,1,18,24.355759583
05066,M,White,0,27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.566551898
05067,M,Asian,0,27000,45482,77000,DebtCon,Office,0.8,0,0,164.3,3,19,
05068,M,Other,1,27000,124000,162000,DebtCon,Other,0.8,0,2,166.36666667,1,34,
05069,F,White,0,27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
05070,M,White,0,27000,45880,82425,DebtCon,Other,21,0,0,212.64422077,0,27,36.997793604
05071,F,Asian,0,27000,54834,85391,DebtCon,Other,9,0,1,132.57854459,2,30,39.305739117
05072,F,White,0,27000,,38441,DebtCon,Other,8,1,,85.179503348,,14,23.691176013
05073,F,White,0,27000,60631,86091,DebtCon,Other,24,0,2,200.14145359,1,20,26.248756632
05074,M,White,0,27000,23160,58074,DebtCon,Other,36,0,0,275.84323074,1,24,40.133220412
05075,F,White,0,27000,,61844,DebtCon,Other,26,0,0,133.09973693,0,8,22.71865262
05076,M,White,0,27000,,38356,DebtCon,Other,8,0,,87.474223059,,13,20.927415374
05077,M,Asian,1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
05078,M,Multiracial,0,27100,140305,237302,HomeImp,ProfExe,27,0,0,349.51426763,2,18,37.420847161
05079,M,White,0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.140029015,6,15,33.535547201
05080,M,White,0,27100,24494,77479,DebtCon,Other,,1,1,101.3129167,1,26,31.124553856
05081,F,White,0,27100,,31681,HomeImp,Other,23,0,0,92.514030362,2,15,29.741908938
05082,M,White,0,27100,33649,63214,Null,Office,2,0,0,113.03673652,2,6,37.837863874
05083,M,Other,0,27100,20479,46735,DebtCon,Other,24,0,0,103.81628973,0,10,24.258677221
05084,F,White,0,27100,118200,159739,DebtCon,ProfExe,6,0,1,117.15216054,3,27,34.206008445
05085,F,White,0,27100,20497,74244,DebtCon,Other,,1,2,93.060342618,1,25,27.361339812
05086,F,White,0,27200,70730,93752,DebtCon,Office,8,0,0,165.91933287,0,20,36.170905486
05087,F,Black,0,27200,145725,179197,DebtCon,Other,1,0,0,183.37628836,0,34,40.287479925
05088,F,Asian,0,27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.732489312
05089,M,White,0,27200,110470,180982,DebtCon,Sales,17,0,0,295.47144922,1,30,34.766949696
05090,F,White,0,27200,61000,104044,DebtCon,Other,16,0,1,141.98123448,0,30,39.546507583
05091,F,Black,0,27200,101680,134864,DebtCon,Office,10,0,1,150.59619803,0,29,40.880494666
05092,M,Black,0,27200,97541,126368,DebtCon,ProfExe,0,1,0,186.77854794,3,38,34.81068944
05093,F,White,1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
05094,M,White,0,27200,24070,58216,DebtCon,Other,35,0,0,273.34175724,0,24,37.639947331
05095,M,White,0,27200,58383,92484,DebtCon,Other,22,1,2,170.07232349,1,20,23.809820262
05096,M,White,0,27300,66878,93656,DebtCon,Office,11,0,0,153.79590463,0,20,39.085006344
05097,F,White,0,27300,72314,118839,DebtCon,Other,5,0,0,99.693832459,1,31,42.343420263
05098,M,White,0,27300,44026,71597,DebtCon,Other,22,,1,287.22679628,0,30,38.486948668
05099,F,White,0,27300,97373,126102,DebtCon,Office,10,0,1,139.13259829,0,28,39.173553951
05100,F,White,0,27300,55973,93503,DebtCon,Other,22,0,1,167.74173154,0,19,26.210175973
05101,M,White,0,27300,53223,86696,DebtCon,Office,0,0,0,96.070687876,0,22,34.517790505
05102,M,White,0,27300,135823,185416,DebtCon,Mgr,1,,,135.35974766,,38,32.794976443
05103,M,White,1,27300,106221,137727,DebtCon,Self,3,0,0,300.57451085,3,45,32.560359399
05104,F,Asian,0,27300,37636,73328,DebtCon,Mgr,12,0,0,80.792693759,6,16,34.268228014
05105,M,White,0,27300,,37531,HomeImp,Other,22,0,0,82.660269477,2,14,29.609847557
05106,M,Black,0,27300,127260,212953,DebtCon,ProfExe,9,0,0,244.1654213,3,26,21.241194773
05107,F,Other,0,27300,,43277,DebtCon,Other,9,0,,101.88661478,,14,20.808196179
05108,F,Multiracial,0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.16812274,0,35,39.159553757
05109,M,White,0,27300,,116708,DebtCon,Mgr,11,0,0,175.20096024,0,26,33.747826295
05110,M,Asian,0,27300,140773,188414,DebtCon,ProfExe,12,0,0,144.09346485,0,37,41.482803685
05111,F,White,0,27400,99900,143437,DebtCon,Mgr,21,0,0,211.10827714,0,12,39.110297625
